alert_id,timestamp,alert_source,alert_type,severity,description,endpoint_id,endpoint_type,operating_system,user_role,department,endpoint_risk_score,user_risk_score,source_ip,destination_ip,country,process_name,parent_process,command_line,authentication_result,previous_alert_count,previous_incident_count,similar_alert_count,historical_false_positive_rate,historical_incident_rate,analyst_disposition,confirmed_incident,incident_type,investigation_reason,ground_truth,novelty_test_flag
A01449,2026-05-12 15:29:43,SIEM,Unauthorized Software,Medium,"Installation of non-approved application detected on Database Server on PC-0165, during business hours.",PC-0165,Database Server,Windows Server 2022,Database Administrator,Engineering,86,54,192.168.111.43,192.168.116.126,India,setup_tool.exe,explorer.exe,setup_tool.exe /silent /approved,Not Applicable,73,21,18,0.68,0.38,False Positive,No,Approved Script,Expected login behavior,False Positive,No
A01450,2026-05-13 07:03:05,Firewall,Abnormal Network Traffic,Medium,"Unusual protocol usage detected on Employee Laptop on PC-0052, on host running Windows 11.",PC-0052,Employee Laptop,Windows 11,Developer,Engineering,17,30,10.229.203.133,192.168.118.39,United States,java.exe,cmd.exe,java.exe (flagged by behavioral detection rule),Not Applicable,41,11,27,0.71,0.27,True Incident,Yes,Data Exfiltration,Phishing payload confirmed malicious,True Incident,No
A01451,2026-05-13 10:07:31,EDR,Suspicious PowerShell,Low,"PowerShell process launched with encoded parameters from cmd.exe on PC-0109, on host running Windows 11.",PC-0109,Developer Workstation,Windows 11,Employee,Finance,34,41,10.128.110.119,10.23.34.56,United States,powershell.exe,cmd.exe,"powershell.exe -Command ""Get-Process""",Not Applicable,5,2,39,0.75,0.22,False Positive,No,Scheduled Task,IT-managed patch deployment triggered the rule,False Positive,No
A01452,2026-05-13 10:08:13,Antivirus,Malware Detection,High,"Antivirus signature match on file executed from Temp on PC-0072, in the Finance environment.",PC-0072,Developer Workstation,Windows 11,Finance User,Finance,43,25,192.168.146.119,10.87.12.114,India,unknown_binary.exe,svchost.exe,[quarantined-file-hash].exe (signature match: generic trojan),Not Applicable,23,6,5,0.38,0.6,True Incident,Yes,Malware,Suspicious process chain confirmed,True Incident,No
A01453,2026-05-13 12:52:49,Cloud Security,Impossible Travel,High,"Geographically inconsistent login pattern detected for user on PC-0124, in the HR environment.",PC-0124,Production Server,Red Hat Enterprise Linux,Employee,HR,63,35,84.90.207.104,10.9.7.140,Nigeria,cmd.exe,services.exe,cmd.exe (flagged by behavioral detection rule),Success,13,2,7,0.32,0.7,True Incident,Yes,Credential Theft,Data exfiltration confirmed,True Incident,No
A01454,2026-05-13 13:10:53,IAM,Suspicious Login,High,"Login flagged due to unusual time-of-day pattern on PC-0137, during business hours.",PC-0137,Employee Laptop,Windows 11,Developer,Engineering,15,49,192.168.135.230,10.19.66.73,Iran,mshta.exe,winword.exe,mshta.exe (flagged by behavioral detection rule),Failed,6,0,53,0.72,0.28,True Incident,Yes,Unauthorized Access,Suspicious process chain confirmed,True Incident,No
A01455,2026-05-13 13:24:29,IDS,Abnormal Network Traffic,Medium,"Traffic volume deviates significantly from endpoint baseline on PC-0094, correlated with parent process cmd.exe.",PC-0094,Web Server,Ubuntu 22.04,Developer,Engineering,62,34,10.103.40.68,192.168.47.133,Singapore,wscript.exe,cmd.exe,wscript.exe (flagged by behavioral detection rule),Not Applicable,2,0,18,0.62,0.4,True Incident,Yes,Data Exfiltration,Suspicious process chain confirmed,True Incident,No
A01456,2026-05-13 14:47:02,IDS,Port Scan,Low,"Network scanning behavior observed targeting internal subnet on PC-0167, per IDS rule set.",PC-0167,Developer Workstation,Windows 11,Employee,Finance,38,24,10.146.250.106,10.94.244.51,India,cmd.exe,outlook.exe,"cmd.exe (routine execution, no notable arguments)",Not Applicable,2,1,18,0.87,0.15,False Positive,No,Authorized Administration,IT-managed patch deployment triggered the rule,False Positive,No
A01457,2026-05-14 08:06:20,Cloud Security,Impossible Travel,Medium,"Geographically inconsistent login pattern detected for user on PC-0059, involving process svchost.exe.",PC-0059,Web Server,Red Hat Enterprise Linux,Employee,HR,67,22,10.203.249.17,10.122.125.129,United States,svchost.exe,cmd.exe,svchost.exe (flagged by behavioral detection rule),Success,3,1,10,0.38,0.59,True Incident,Yes,Credential Theft,Persistence mechanism confirmed on host,True Incident,No
A01458,2026-05-14 08:19:59,Cloud Security,Suspicious Login,High,"Login from unfamiliar device/browser fingerprint on PC-0085, on host running Ubuntu 24.04.",PC-0085,Developer Workstation,Ubuntu 24.04,Database Administrator,Engineering,26,40,8.127.45.107,10.38.88.136,India,chrome.exe,services.exe,chrome.exe (flagged by behavioral detection rule),MFA Failure,13,3,26,0.65,0.28,True Incident,Yes,Unauthorized Access,Persistence mechanism confirmed on host,True Incident,No
A01459,2026-05-14 11:36:30,SIEM,Brute Force,Low,"Repeated authentication attempts against SSH service detected on PC-0122, involving process java.exe.",PC-0122,Employee Laptop,Windows 10,DevOps Engineer,Engineering,14,48,192.168.125.212,192.168.76.63,United States,java.exe,winword.exe,"java.exe (routine execution, no notable arguments)",Multiple Failed,32,10,14,0.54,0.46,False Positive,No,Approved Script,Developer running approved deployment script,False Positive,No
A01460,2026-05-14 11:40:10,IDS,Port Scan,Low,"Sequential connection attempts across multiple ports detected from 10.143.197.126 on PC-0024, involving process mshta.exe.",PC-0024,Production Server,Red Hat Enterprise Linux,Finance User,Finance,63,23,10.143.197.126,10.43.141.181,United Kingdom,mshta.exe,services.exe,"mshta.exe (routine execution, no notable arguments)",Not Applicable,26,7,10,0.85,0.14,False Positive,No,Approved Script,Scheduled backup generated the alert,False Positive,No
A01461,2026-05-14 12:38:33,EDR,Suspicious PowerShell,High,"PowerShell process launched with elevated parameters from cmd.exe on PC-0061, involving process powershell.exe.",PC-0061,Developer Workstation,Ubuntu 22.04,Developer,Engineering,29,36,10.168.206.48,10.229.217.180,United States,powershell.exe,cmd.exe,powershell.exe -ExecutionPolicy Bypass -File deploy.ps1,Not Applicable,2,0,39,0.8,0.22,False Positive,No,Scheduled Task,Approved remote administration,False Positive,No
A01462,2026-05-14 19:35:42,EDR,Persistence Mechanism,Medium,"Registry run-key modification detected on Admin Workstation on PC-0082, per EDR rule set. — pattern not previously observed for this endpoint/alert-type combination",PC-0082,Admin Workstation,Windows 11,Developer,Engineering,62,30,192.168.25.110,10.242.149.20,United States,schtasks.exe,cmd.exe,schtasks.exe /create /tn [redacted] /sc onlogon /ru SYSTEM,Not Applicable,6,1,2,0.3,0.71,True Incident,Yes,Persistence,Privilege escalation validated by IR team,True Incident,Yes
A01463,2026-05-14 19:55:40,Email Security,Phishing Email,Medium,"Email security engine flagged a message with spoofed sender domain on PC-0189, during business hours.",PC-0189,Employee Laptop,Windows 10,Employee,HR,14,22,10.246.253.228,192.168.70.177,India,cmd.exe,winword.exe,"cmd.exe (routine execution, no notable arguments)",Not Applicable,6,2,26,0.46,0.51,False Positive,No,Legitimate Software,Legitimate software update,False Positive,No
A01464,2026-05-15 05:04:23,IAM,Suspicious Login,High,"Login flagged due to unusual time-of-day pattern on PC-0160, per IAM rule set.",PC-0160,Employee Laptop,Windows 10,Developer,Engineering,23,30,47.179.199.128,192.168.79.31,North Korea,mshta.exe,explorer.exe,mshta.exe (flagged by behavioral detection rule),MFA Failure,61,17,51,0.58,0.41,True Incident,Yes,Unauthorized Access,Ransomware behavior detected,True Incident,No
A01465,2026-05-15 05:59:49,IDS,Suspicious DNS Query,Medium,"DNS query to newly-observed domain from Employee Laptop on PC-0063, on host running Windows 10.",PC-0063,Employee Laptop,Windows 10,Developer,Engineering,13,27,192.168.15.78,10.130.46.161,India,cmd.exe,explorer.exe,"cmd.exe (routine execution, no notable arguments)",Not Applicable,4,1,35,0.73,0.26,False Positive,No,Benign Activity,Authorized administrative script,False Positive,No
A01466,2026-05-15 07:58:59,Cloud Security,Suspicious Login,Low,"Login flagged due to unusual time-of-day pattern on PC-0160, involving process python.exe.",PC-0160,Employee Laptop,Windows 10,Finance User,Finance,23,28,10.40.120.33,192.168.16.43,United Kingdom,python.exe,services.exe,"python.exe (routine execution, no notable arguments)",Success,62,18,55,0.64,0.35,False Positive,No,Expected User Behavior,Expected login behavior,False Positive,No
A01467,2026-05-15 08:13:44,SIEM,Suspicious DNS Query,Medium,"DNS query to newly-observed domain from Employee Laptop on PC-0137, associated with employee account.",PC-0137,Employee Laptop,Windows 11,Employee,Management,15,32,192.168.5.176,192.168.253.172,United Kingdom,mshta.exe,cmd.exe,"mshta.exe (routine execution, no notable arguments)",Not Applicable,7,1,35,0.66,0.32,False Positive,No,Security Tool Noise,Legitimate software update,False Positive,No
A01468,2026-05-15 12:20:17,IAM,Multiple Failed Logins,High,"Repeated authentication failures observed from 192.168.34.169 on PC-0165, during business hours.",PC-0165,Database Server,Windows Server 2022,Developer,Engineering,86,28,192.168.34.169,10.40.225.97,United States,mshta.exe,services.exe,"mshta.exe (routine execution, no notable arguments)",Failed,74,21,23,0.71,0.27,False Positive,No,Security Tool Noise,IT-managed patch deployment triggered the rule,False Positive,No
A01469,2026-05-15 12:54:14,EDR,Malware Detection,Medium,"Endpoint protection flagged a known malware family on host on PC-0169, during business hours.",PC-0169,Web Server,Red Hat Enterprise Linux,Developer,Unknown,63,28,192.168.198.222,192.168.231.85,Singapore,unknown_binary.exe,explorer.exe,[quarantined-file-hash].exe (signature match: generic trojan),Not Applicable,4,2,8,0.33,0.69,True Incident,Yes,Malware,Ransomware behavior detected,True Incident,No
A01470,2026-05-15 15:28:22,EDR,Unusual Process Execution,Medium,"Process execution chain deviates from historical baseline on PC-0093, on host running Ubuntu 22.04.",PC-0093,Production Server,Ubuntu 22.04,Employee,Finance,69,29,192.168.158.156,192.168.222.151,Canada,rundll32.exe,explorer.exe,"rundll32.exe shell32.dll,Control_RunDLL",Not Applicable,2,0,11,0.53,0.54,False Positive,No,Legitimate Software,Recurring vendor maintenance window,False Positive,No
A01471,2026-05-15 20:04:17,EDR,Unauthorized Software,Medium,"Installation of non-approved application detected on Production Server on PC-0034, involving process setup_tool.exe.",PC-0034,Production Server,Windows Server 2022,DevOps Engineer,IT,66,30,192.168.227.67,10.70.199.31,Australia,setup_tool.exe,explorer.exe,setup_tool.exe /silent /approved,Not Applicable,1,1,5,0.74,0.26,False Positive,No,Security Tool Noise,Legitimate software update,False Positive,No
A01472,2026-05-16 06:05:37,IDS,Port Scan,Low,"Sequential connection attempts across multiple ports detected from 192.168.169.213 on PC-0071, involving process outlook.exe.",PC-0071,Cloud VM,Windows Server 2022,Developer,Engineering,52,32,192.168.169.213,10.15.20.122,Australia,outlook.exe,winword.exe,"outlook.exe (routine execution, no notable arguments)",Not Applicable,17,5,15,0.9,0.16,False Positive,No,Expected User Behavior,Known security scanner triggered the rule,False Positive,No
A01473,2026-05-16 09:44:48,Email Security,Malicious File Download,High,"Download of executable from untrusted source detected on PC-0068, per Email Security rule set.",PC-0068,Database Server,Windows Server 2022,Employee,Management,86,25,10.26.145.26,10.248.233.124,United Kingdom,chrome.exe,outlook.exe,chrome.exe (download from newly-registered domain),Not Applicable,7,2,11,0.31,0.68,True Incident,Yes,Malware,Suspicious process chain confirmed,True Incident,No
A01474,2026-05-16 11:02:38,EDR,Credential Dumping,Critical,"Access to LSASS process memory detected on Employee Laptop on PC-0158, during business hours.",PC-0158,Employee Laptop,Windows 11,Finance User,Finance,22,25,192.168.60.208,10.156.171.68,United States,lsass_access.exe,cmd.exe,[redacted-tool] --dump-process lsass.exe,Not Applicable,22,6,12,0.2,0.75,True Incident,Yes,Credential Theft,Privilege escalation validated by IR team,True Incident,No
A01475,2026-05-16 11:20:48,IDS,Suspicious DNS Query,Medium,"DNS query to newly-observed domain from Employee Laptop on PC-0003, in the Finance environment.",PC-0003,Employee Laptop,Windows 11,Finance User,Finance,23,25,192.168.218.216,192.168.200.155,United States,mshta.exe,services.exe,mshta.exe (flagged by behavioral detection rule),Not Applicable,10,4,38,0.8,0.2,True Incident,Yes,Command and Control,Persistence mechanism confirmed on host,True Incident,No
A01476,2026-05-16 11:41:01,IDS,Abnormal Network Traffic,High,"Traffic volume deviates significantly from endpoint baseline on PC-0182, during business hours.",PC-0182,Developer Workstation,Windows 11,Finance User,Finance,26,25,10.149.133.120,10.234.27.116,India,cmd.exe,outlook.exe,"cmd.exe (routine execution, no notable arguments)",Not Applicable,2,2,38,0.66,0.34,False Positive,No,Security Tool Noise,Approved remote administration,False Positive,No
A01477,2026-05-16 12:16:07,EDR,Suspicious PowerShell,High,"Encoded PowerShell command observed originating from cmd.exe on PC-0007, correlated with parent process cmd.exe.",PC-0007,Employee Laptop,Windows 11,Employee,Unknown,29,32,10.162.46.224,192.168.63.239,India,powershell.exe,cmd.exe,"powershell.exe -Command ""Get-ChildItem C:\Logs""",Not Applicable,5,2,60,0.85,0.17,False Positive,No,Benign Activity,Known security scanner triggered the rule,False Positive,No
A01478,2026-05-16 13:33:53,IDS,Port Scan,Low,"Network scanning behavior observed targeting internal subnet on PC-0133, on host running Ubuntu 24.04.",PC-0133,Web Server,Ubuntu 24.04,Developer,Engineering,56,35,10.240.183.8,10.110.88.253,United States,svchost.exe,outlook.exe,"svchost.exe (routine execution, no notable arguments)",Not Applicable,17,5,16,0.81,0.2,False Positive,No,Authorized Administration,Developer running approved deployment script,False Positive,No
A01479,2026-05-16 14:29:19,Email Security,Phishing Email,Medium,"Email security engine flagged a message with spoofed sender domain on PC-0082, associated with system administrator account.",PC-0082,Admin Workstation,Windows 11,Unknown,IT,62,45,192.168.210.18,10.119.115.196,United States,mshta.exe,cmd.exe,mshta.exe (flagged by behavioral detection rule),Not Applicable,7,2,8,0.47,0.5,True Incident,Yes,Phishing,Unauthorized login confirmed,True Incident,No
A01480,2026-05-16 14:31:25,Firewall,Port Scan,Medium,"Network scanning behavior observed targeting internal subnet on PC-0127, in the HR environment.",PC-0127,Database Server,Windows Server 2022,HR User,HR,71,42,192.168.249.116,10.160.115.101,United States,mshta.exe,services.exe,"mshta.exe (routine execution, no notable arguments)",Not Applicable,22,7,23,0.93,0.1,True Incident,Yes,Unauthorized Access,Suspicious process chain confirmed despite low historical incident rate for this alert pattern,True Incident,No
A01481,2026-05-16 15:01:07,IAM,Multiple Failed Logins,Medium,"20 failed login attempts detected for account within 5 minutes on PC-0052, in the IT environment.",PC-0052,Employee Laptop,Windows 11,System Administrator,IT,17,42,192.168.130.235,192.168.4.235,Canada,python.exe,explorer.exe,"python.exe (routine execution, no notable arguments)",Failed,42,12,35,0.79,0.2,False Positive,No,Benign Activity,Legitimate software update,False Positive,No
